Text,Emotion
i was challenged by the clip where richard gere gives julia roberts money to buy some pretty clothes she walks into an expensive boutique in her work clothes and the condescending staff refuse to serve her and leave her feeling humiliated,sadness
i know people usually feel devastated when someone they know dies the fact that they didnt invite me to the funeral has hurt a lot,sadness
@phil_nash Ba-dum-tish!  You win,surprise
@everhines http://bit.ly/QQe7B  heres the link  i'll be talking to you on hereeeeee about it during the movie (x,neutral
i will not go into details from that long night but i woke up for our am bus feeling like i could barely stand and not trusting the pit in my stomach,joy
i know that sounds really recycled and generic but its actually how i feel i love to sing and would more than love to make a living doing that but im going to school because i know that its not in the cards for all the talented people in the world to make it in the music business,joy
i am feeling a little bouncy right now,joy
@Tabiamusic i skyped u  las nite,neutral
i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,joy
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,fear
i was feeling really frantic i knew i had to find james there too,fear
@andrewdisley @patrick_h_lauke Sefton Park in Liverpool would be good... and 200m down the road from me,surprise
Wife and kids have made it to San Antonio...almost to Corpus!  Praying for safety the rest of the way.  Guess I'll watch the game alone,neutral
i know ill feel shitty the whole time,sadness
@tomfelton http://twitpic.com/4jam0 - better lighting would have enhanced the photo... nice angle though...,neutral
I don't ship out until October,neutral
i feel like you can have a piece for breakfast and its ok on the nutrition scale,joy
im sad for the kids whose mother is obese depressed and feeling hopeless because of her health,sadness
i am right now i feel amused the sounds i hear are my aircleaner around me i see my bed and my cat i feel most connected to this person michael i think it s weird that im a mom,joy
i believe that if i by myself make a person feel uptight and want to be envous of me then they have another sin called jealousy,fear
i recall seeing leaves falling off a tree set against a grey sky and feeling absolutely terrified,fear
i definitely have a ton to learn still and i feel so hopeful about this program,joy
i feel delighted to contact you,joy
i feel sad when i see your son uhuru being persecuted by men of ill will and a woman martha karua is carrying their bags,sadness
i see myself starting to feel the emotional dependence on my parents i stop and breathe,sadness
i was more irritable i went from having a million and one ideas to feeling like not being bothered from feeling inspired to feeling obligated,anger
@citizenDave You're not going? Awww,surprise
i could feel myself moving slower and being generally more lethargic than our last ride on the same trail,sadness
i might not feel so cool,joy
i sat down at the computer feeling nervous excited and more than a little silly,fear
i remember reading red seas under red skies and feeling a bit disappointed,sadness
Drinking and smoking is very bad.---but im grown tho,neutral
i wish that there were some way i could numb myself when i need it but i either feel everything or go completely numb,sadness
God i'm so sleepy today I can barely focus,neutral
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
"@popey you are right, enjoy the lasagne,",neutral
i feel is a dumb plot idea,sadness
i feel resentful and really work that resentment until i blow up,anger
wishing i was karen from will&amp;grace,neutral
i finally allowed my feelings up and accepted them and myself the internal boundary began to dissolve i began to see how i was projecting my suppressed feelings out and creating a lot of pain in and around me,joy
"It's 20:50 hs and i'm still at the office...really tired,wanna go home!",surprise
@ELEWW Dood - they've locked down your Vimeo WH video.,neutral
i feel like i am being one person whom his life will be very miserable and not doing the best,sadness
i can already feel the dull atmosphere really,sadness
i feel so virtuous having made this for dinner tonight,joy
i wasn t motivated i was tired and my guilt was making me feel worthless,sadness
@JaimeMcKnight too late!  already finished the chapter and posted it!,neutral
I miss laughing till my stomache hurts,neutral
i feel its gonna start aching again when the rainy season comes again next year,sadness
i am no i feel melancholy despondent often angry,sadness
i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken,sadness
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear
i feel awfully blessed,joy
i feel fearful and then actually do that one thing it usually turns out to be a good thing,fear
